id,elevation,capture_time,file_name,Y,X,Z,time
2310,836.5999756,2019-06-05T12:55:47.000Z,activity_3717894439.gpx,5481521.718,473987.2085,836.5999756,1559739347000
2311,836.7999878,2019-06-05T12:55:51.000Z,activity_3717894439.gpx,5481516.75,473983.433,836.7999878,1559739351000
2312,836.4000244,2019-06-05T12:55:58.000Z,activity_3717894439.gpx,5481507.564,473975.2358,836.4000244,1559739358000
2313,836.4000244,2019-06-05T12:55:59.000Z,activity_3717894439.gpx,5481506.339,473974.0765,836.4000244,1559739359000
2314,836.4000244,2019-06-05T12:56:00.000Z,activity_3717894439.gpx,5481505.001,473973.2323,836.4000244,1559739360000
2315,836.4000244,2019-06-05T12:56:01.000Z,activity_3717894439.gpx,5481504.084,473972.1655,836.4000244,1559739361000
2316,836.4000244,2019-06-05T12:56:07.000Z,activity_3717894439.gpx,5481496.645,473966.8786,836.4000244,1559739367000
2317,836.4000244,2019-06-05T12:56:08.000Z,activity_3717894439.gpx,5481495.529,473966.3268,836.4000244,1559739368000
2318,836.7999878,2019-06-05T12:56:12.000Z,activity_3717894439.gpx,5481493.534,473968.515,836.7999878,1559739372000
2319,837.4000244,2019-06-05T12:56:17.000Z,activity_3717894439.gpx,5481494.26,473974.5835,837.4000244,1559739377000
2320,837.5999756,2019-06-05T12:56:19.000Z,activity_3717894439.gpx,5481495.135,473976.5729,837.5999756,1559739379000
2321,837.5999756,2019-06-05T12:56:20.000Z,activity_3717894439.gpx,5481496.155,473977.6887,837.5999756,1559739380000
2322,838.4000244,2019-06-05T12:56:28.000Z,activity_3717894439.gpx,5481506.803,473986.3118,838.4000244,1559739388000
2323,838.5999756,2019-06-05T12:56:31.000Z,activity_3717894439.gpx,5481510.561,473989.687,838.5999756,1559739391000
2324,838.5999756,2019-06-05T12:56:32.000Z,activity_3717894439.gpx,5481512.803,473990.4748,838.5999756,1559739392000
2325,838.5999756,2019-06-05T12:56:33.000Z,activity_3717894439.gpx,5481514.177,473991.4162,838.5999756,1559739393000
2326,838.7999878,2019-06-05T12:56:35.000Z,activity_3717894439.gpx,5481517.973,473992.8853,838.7999878,1559739395000
2327,838.7999878,2019-06-05T12:56:36.000Z,activity_3717894439.gpx,5481518.974,473993.9221,838.7999878,1559739396000
2328,839.7999878,2019-06-05T12:56:43.000Z,activity_3717894439.gpx,5481523.442,474000.7855,839.7999878,1559739403000
2329,840.5999756,2019-06-05T12:56:49.000Z,activity_3717894439.gpx,5481528.349,474005.5199,840.5999756,1559739409000
2330,840.7999878,2019-06-05T12:56:51.000Z,activity_3717894439.gpx,5481530.349,474006.3855,840.7999878,1559739411000
2331,841.2000122,2019-06-05T12:56:53.000Z,activity_3717894439.gpx,5481533.465,474007.4992,841.2000122,1559739413000
2332,841.4000244,2019-06-05T12:56:55.000Z,activity_3717894439.gpx,5481534.841,474010.1344,841.4000244,1559739415000
2333,841.4000244,2019-06-05T12:56:57.000Z,activity_3717894439.gpx,5481533.575,474011.7372,841.4000244,1559739417000
2334,841.4000244,2019-06-05T12:57:00.000Z,activity_3717894439.gpx,5481530.316,474013.3366,841.4000244,1559739420000
2335,842.2000122,2019-06-05T12:57:04.000Z,activity_3717894439.gpx,5481525.156,474014.593,842.2000122,1559739424000
2336,842.5999756,2019-06-05T12:57:07.000Z,activity_3717894439.gpx,5481521.94,474014.8023,842.5999756,1559739427000
2337,842.7999878,2019-06-05T12:57:08.000Z,activity_3717894439.gpx,5481520.663,474014.9237,842.7999878,1559739428000
2338,843,2019-06-05T12:57:10.000Z,activity_3717894439.gpx,5481517.198,474014.7008,843,1559739430000
2339,843.2000122,2019-06-05T12:57:12.000Z,activity_3717894439.gpx,5481514.598,474014.6945,843.2000122,1559739432000
2340,843.5999756,2019-06-05T12:57:15.000Z,activity_3717894439.gpx,5481511.262,474014.6726,843.5999756,1559739435000
2341,843.7999878,2019-06-05T12:57:16.000Z,activity_3717894439.gpx,5481510.247,474014.5099,843.7999878,1559739436000
2342,844.4000244,2019-06-05T12:57:19.000Z,activity_3717894439.gpx,5481506.887,474013.6622,844.4000244,1559739439000
2343,844.5999756,2019-06-05T12:57:20.000Z,activity_3717894439.gpx,5481505.648,474013.4984,844.5999756,1559739440000
2344,844.5999756,2019-06-05T12:57:21.000Z,activity_3717894439.gpx,5481504.214,474013.3823,844.5999756,1559739441000
2345,844.7999878,2019-06-05T12:57:22.000Z,activity_3717894439.gpx,5481502.565,474013.1134,844.7999878,1559739442000
2346,844.7999878,2019-06-05T12:57:24.000Z,activity_3717894439.gpx,5481500.279,474011.949,844.7999878,1559739444000
2347,844.7999878,2019-06-05T12:57:27.000Z,activity_3717894439.gpx,5481495.315,474009.3695,844.7999878,1559739447000
2348,844.4000244,2019-06-05T12:57:35.000Z,activity_3717894439.gpx,5481485.63,474003.9384,844.4000244,1559739455000
2349,844,2019-06-05T12:57:38.000Z,activity_3717894439.gpx,5481480.694,474001.4621,844,1559739458000
2350,843.7999878,2019-06-05T12:57:40.000Z,activity_3717894439.gpx,5481478.865,473999.9721,843.7999878,1559739460000
2351,843.7999878,2019-06-05T12:57:42.000Z,activity_3717894439.gpx,5481474.963,473997.4826,843.7999878,1559739462000
2352,843.7999878,2019-06-05T12:57:45.000Z,activity_3717894439.gpx,5481472.141,473995.3261,843.7999878,1559739465000
2353,844,2019-06-05T12:57:46.000Z,activity_3717894439.gpx,5481471.751,473995.0267,844,1559739466000
2354,844.2000122,2019-06-05T12:57:50.000Z,activity_3717894439.gpx,5481471.507,473995.2623,844.2000122,1559739470000
2355,844.5999756,2019-06-05T12:57:52.000Z,activity_3717894439.gpx,5481470.004,473995.8805,844.5999756,1559739472000
2356,845.5999756,2019-06-05T12:57:57.000Z,activity_3717894439.gpx,5481469.849,473999.0974,845.5999756,1559739477000
2357,845.7999878,2019-06-05T12:57:58.000Z,activity_3717894439.gpx,5481470.638,473999.8115,845.7999878,1559739478000
2358,846.5999756,2019-06-05T12:58:06.000Z,activity_3717894439.gpx,5481478.366,474005.118,846.5999756,1559739486000
2359,846.5999756,2019-06-05T12:58:07.000Z,activity_3717894439.gpx,5481480.066,474006.0914,846.5999756,1559739487000
2360,846.7999878,2019-06-05T12:58:12.000Z,activity_3717894439.gpx,5481487.365,474009.4834,846.7999878,1559739492000
2361,846.7999878,2019-06-05T12:58:14.000Z,activity_3717894439.gpx,5481489.585,474011.0664,846.7999878,1559739494000
2362,847.4000244,2019-06-05T12:58:19.000Z,activity_3717894439.gpx,5481493.788,474015.0144,847.4000244,1559739499000
2363,847.7999878,2019-06-05T12:58:21.000Z,activity_3717894439.gpx,5481495.308,474016.5879,847.7999878,1559739501000
2364,847.7999878,2019-06-05T12:58:22.000Z,activity_3717894439.gpx,5481495.761,474017.3672,847.7999878,1559739502000
2365,848.2000122,2019-06-05T12:58:30.000Z,activity_3717894439.gpx,5481503.511,474021.9027,848.2000122,1559739510000
2366,848.4000244,2019-06-05T12:58:33.000Z,activity_3717894439.gpx,5481507.051,474024.2083,848.4000244,1559739513000
2367,848.7999878,2019-06-05T12:58:36.000Z,activity_3717894439.gpx,5481505.069,474027.544,848.7999878,1559739516000
2368,848.7999878,2019-06-05T12:58:37.000Z,activity_3717894439.gpx,5481504.144,474027.9768,848.7999878,1559739517000
2369,848.7999878,2019-06-05T12:58:38.000Z,activity_3717894439.gpx,5481502.997,474028.117,848.7999878,1559739518000
2370,849.2000122,2019-06-05T12:58:42.000Z,activity_3717894439.gpx,5481497.791,474027.6065,849.2000122,1559739522000
2371,849.7999878,2019-06-05T12:58:47.000Z,activity_3717894439.gpx,5481491.492,474027.443,849.7999878,1559739527000
2372,850,2019-06-05T12:58:49.000Z,activity_3717894439.gpx,5481489.516,474027.5186,850,1559739529000
2373,850.4000244,2019-06-05T12:58:52.000Z,activity_3717894439.gpx,5481486.272,474027.6489,850.4000244,1559739532000
2374,851,2019-06-05T12:58:55.000Z,activity_3717894439.gpx,5481482.041,474027.7016,851,1559739535000
2375,851.2000122,2019-06-05T12:58:56.000Z,activity_3717894439.gpx,5481481.101,474027.4968,851.2000122,1559739536000
2376,851.2000122,2019-06-05T12:58:57.000Z,activity_3717894439.gpx,5481479.909,474027.3454,851.2000122,1559739537000
2377,851.7999878,2019-06-05T12:59:00.000Z,activity_3717894439.gpx,5481476.799,474026.8692,851.7999878,1559739540000
2378,852,2019-06-05T12:59:01.000Z,activity_3717894439.gpx,5481475.57,474026.6448,852,1559739541000
2379,852,2019-06-05T12:59:02.000Z,activity_3717894439.gpx,5481474.35,474026.3719,852,1559739542000
2380,852.2000122,2019-06-05T12:59:04.000Z,activity_3717894439.gpx,5481472.591,474025.9385,852.2000122,1559739544000
2381,853.2000122,2019-06-05T12:59:09.000Z,activity_3717894439.gpx,5481471.248,474028.1906,853.2000122,1559739549000
2382,853.4000244,2019-06-05T12:59:10.000Z,activity_3717894439.gpx,5481472.083,474028.9716,853.4000244,1559739550000
2383,854.2000122,2019-06-05T12:59:18.000Z,activity_3717894439.gpx,5481478.954,474034.2436,854.2000122,1559739558000
2384,854.4000244,2019-06-05T12:59:19.000Z,activity_3717894439.gpx,5481479.165,474034.876,854.4000244,1559739559000
2385,855.2000122,2019-06-05T12:59:27.000Z,activity_3717894439.gpx,5481487.671,474039.2148,855.2000122,1559739567000
2386,855.5999756,2019-06-05T12:59:30.000Z,activity_3717894439.gpx,5481491.07,474041.6594,855.5999756,1559739570000
2387,856.5999756,2019-06-05T12:59:35.000Z,activity_3717894439.gpx,5481497.2,474045.9929,856.5999756,1559739575000
2388,856.7999878,2019-06-05T12:59:36.000Z,activity_3717894439.gpx,5481497.362,474047.1229,856.7999878,1559739576000
2389,857,2019-06-05T12:59:39.000Z,activity_3717894439.gpx,5481495.703,474049.2095,857,1559739579000
2390,857.7999878,2019-06-05T12:59:43.000Z,activity_3717894439.gpx,5481493.637,474048.5562,857.7999878,1559739583000
2391,857.7999878,2019-06-05T12:59:45.000Z,activity_3717894439.gpx,5481491.588,474048.3279,857.7999878,1559739585000
2392,858,2019-06-05T12:59:46.000Z,activity_3717894439.gpx,5481490.246,474048.3579,858,1559739586000
2393,858.4000244,2019-06-05T12:59:53.000Z,activity_3717894439.gpx,5481481.631,474047.3941,858.4000244,1559739593000
2394,858,2019-06-05T12:59:58.000Z,activity_3717894439.gpx,5481477.506,474044.6851,858,1559739598000
2395,857.5999756,2019-06-05T13:00:00.000Z,activity_3717894439.gpx,5481474.809,474043.628,857.5999756,1559739600000
2396,857,2019-06-05T13:00:07.000Z,activity_3717894439.gpx,5481466.546,474041.1542,857,1559739607000
2397,857.2000122,2019-06-05T13:00:09.000Z,activity_3717894439.gpx,5481465.017,474041.2319,857.2000122,1559739609000
2398,857.4000244,2019-06-05T13:00:11.000Z,activity_3717894439.gpx,5481462.367,474041.9964,857.4000244,1559739611000
2399,857.5999756,2019-06-05T13:00:13.000Z,activity_3717894439.gpx,5481459.977,474042.8532,857.5999756,1559739613000
2400,858.5999756,2019-06-05T13:00:21.000Z,activity_3717894439.gpx,5481451.716,474045.7706,858.5999756,1559739621000
2401,859,2019-06-05T13:00:22.000Z,activity_3717894439.gpx,5481450.615,474046.0932,859,1559739622000
2402,859.5999756,2019-06-05T13:00:29.000Z,activity_3717894439.gpx,5481442.1,474047.6433,859.5999756,1559739629000
2403,860,2019-06-05T13:00:32.000Z,activity_3717894439.gpx,5481437.973,474047.3626,860,1559739632000
2404,860.7999878,2019-06-05T13:00:40.000Z,activity_3717894439.gpx,5481426.562,474046.4038,860.7999878,1559739640000
2405,861.2000122,2019-06-05T13:00:45.000Z,activity_3717894439.gpx,5481420.878,474044.4036,861.2000122,1559739645000
2406,861.4000244,2019-06-05T13:00:48.000Z,activity_3717894439.gpx,5481417.128,474043.2141,861.4000244,1559739648000
2407,861.5999756,2019-06-05T13:00:50.000Z,activity_3717894439.gpx,5481414.76,474043.385,861.5999756,1559739650000
2925,820,2019-06-05T13:24:01.000Z,activity_3717894439.gpx,5481612.038,473935.8602,820,1559741041000
2926,819.2000122,2019-06-05T13:24:02.000Z,activity_3717894439.gpx,5481616.521,473935.7298,819.2000122,1559741042000
2927,818.4000244,2019-06-05T13:24:03.000Z,activity_3717894439.gpx,5481621.7,473936.0277,818.4000244,1559741043000
2928,817.7999878,2019-06-05T13:24:04.000Z,activity_3717894439.gpx,5481626.779,473935.9852,817.7999878,1559741044000
2929,817,2019-06-05T13:24:05.000Z,activity_3717894439.gpx,5481632.12,473935.6707,817,1559741045000
3237,820.4000244,2019-06-11T12:49:15.000Z,activity_3737182817.gpx,5481667.313,473965.932,820.4000244,1560257355000
3238,820.5999756,2019-06-11T12:49:17.000Z,activity_3737182817.gpx,5481665.613,473964.734,820.5999756,1560257357000
3239,821.2000122,2019-06-11T12:49:22.000Z,activity_3737182817.gpx,5481658.451,473959.9706,821.2000122,1560257362000
3240,821.7999878,2019-06-11T12:49:25.000Z,activity_3737182817.gpx,5481654.428,473957.4502,821.7999878,1560257365000
3241,821.7999878,2019-06-11T12:49:28.000Z,activity_3737182817.gpx,5481650.247,473954.9291,821.7999878,1560257368000
3242,822.4000244,2019-06-11T12:49:34.000Z,activity_3737182817.gpx,5481641.911,473949.9537,822.4000244,1560257374000
3243,822.4000244,2019-06-11T12:49:41.000Z,activity_3737182817.gpx,5481632.728,473943.1287,822.4000244,1560257381000
3244,822.4000244,2019-06-11T12:49:44.000Z,activity_3737182817.gpx,5481626.482,473937.8172,822.4000244,1560257384000
3245,821.5999756,2019-06-11T12:49:46.000Z,activity_3737182817.gpx,5481619.619,473932.7577,821.5999756,1560257386000
3246,821.4000244,2019-06-11T12:49:47.000Z,activity_3737182817.gpx,5481615.597,473930.0794,821.4000244,1560257387000
3247,820.5999756,2019-06-11T12:49:50.000Z,activity_3737182817.gpx,5481603.967,473922.4231,820.5999756,1560257390000
3248,820.5999756,2019-06-11T12:49:51.000Z,activity_3737182817.gpx,5481600.359,473920.6817,820.5999756,1560257391000
3249,821.2000122,2019-06-11T12:49:53.000Z,activity_3737182817.gpx,5481595.247,473919.777,821.2000122,1560257393000
3250,821.2000122,2019-06-11T12:49:54.000Z,activity_3737182817.gpx,5481594.043,473920.3359,821.2000122,1560257394000
3251,821.4000244,2019-06-11T12:49:55.000Z,activity_3737182817.gpx,5481593.695,473921.0323,821.4000244,1560257395000
3252,821.5999756,2019-06-11T12:49:56.000Z,activity_3737182817.gpx,5481594.257,473922.3221,821.5999756,1560257396000
3253,822,2019-06-11T12:49:57.000Z,activity_3737182817.gpx,5481594.958,473923.7764,822,1560257397000
3254,822.4000244,2019-06-11T12:49:59.000Z,activity_3737182817.gpx,5481595.726,473926.9673,822.4000244,1560257399000
3255,822.7999878,2019-06-11T12:50:00.000Z,activity_3737182817.gpx,5481594.973,473928.3904,822.7999878,1560257400000
3256,823,2019-06-11T12:50:01.000Z,activity_3737182817.gpx,5481594.223,473929.4735,823,1560257401000
3257,823.4000244,2019-06-11T12:50:03.000Z,activity_3737182817.gpx,5481592.901,473929.2304,823.4000244,1560257403000
3258,823.4000244,2019-06-11T12:50:05.000Z,activity_3737182817.gpx,5481591.342,473927.8691,823.4000244,1560257405000
3259,823.7999878,2019-06-11T12:50:08.000Z,activity_3737182817.gpx,5481588.538,473925.6277,823.7999878,1560257408000
3260,824,2019-06-11T12:50:09.000Z,activity_3737182817.gpx,5481587.122,473925.4509,824,1560257409000
3261,824.2000122,2019-06-11T12:50:13.000Z,activity_3737182817.gpx,5481579.279,473922.9183,824.2000122,1560257413000
3262,823.7999878,2019-06-11T12:50:18.000Z,activity_3737182817.gpx,5481571.114,473923.28,823.7999878,1560257418000
3263,824,2019-06-11T12:50:19.000Z,activity_3737182817.gpx,5481571.687,473924.2966,824,1560257419000
3264,823,2019-06-11T12:50:20.000Z,activity_3737182817.gpx,5481572.474,473925.3567,823,1560257420000
3265,823.2000122,2019-06-11T12:50:22.000Z,activity_3737182817.gpx,5481575.137,473927.6885,823.2000122,1560257422000
3266,823.7999878,2019-06-11T12:50:24.000Z,activity_3737182817.gpx,5481578.231,473929.6217,823.7999878,1560257424000
3267,824.7999878,2019-06-11T12:50:26.000Z,activity_3737182817.gpx,5481582.259,473931.0919,824.7999878,1560257426000
3268,824.7999878,2019-06-11T12:50:31.000Z,activity_3737182817.gpx,5481588.403,473936.409,824.7999878,1560257431000
3269,825.2000122,2019-06-11T12:50:33.000Z,activity_3737182817.gpx,5481588.425,473939.5842,825.2000122,1560257433000
3270,825.4000244,2019-06-11T12:50:35.000Z,activity_3737182817.gpx,5481587.491,473942.0203,825.4000244,1560257435000
3271,826.2000122,2019-06-11T12:50:37.000Z,activity_3737182817.gpx,5481585.331,473943.4002,826.2000122,1560257437000
3272,827,2019-06-11T12:50:43.000Z,activity_3737182817.gpx,5481578.636,473942.2937,827,1560257443000
3273,827,2019-06-11T12:50:44.000Z,activity_3737182817.gpx,5481577.713,473942.4047,827,1560257444000
3274,827.2000122,2019-06-11T12:50:45.000Z,activity_3737182817.gpx,5481576.709,473941.9749,827.2000122,1560257445000
3275,828.2000122,2019-06-11T12:50:50.000Z,activity_3737182817.gpx,5481574.547,473942.0738,828.2000122,1560257450000
3276,828.2000122,2019-06-11T12:50:54.000Z,activity_3737182817.gpx,5481573.997,473942.0591,828.2000122,1560257454000
3277,828,2019-06-11T12:51:00.000Z,activity_3737182817.gpx,5481573.249,473942.523,828,1560257460000
3278,828,2019-06-11T12:51:01.000Z,activity_3737182817.gpx,5481573.314,473942.6204,828,1560257461000
3279,828,2019-06-11T12:51:02.000Z,activity_3737182817.gpx,5481573.332,473942.7298,828,1560257462000
3280,828.2000122,2019-06-11T12:51:09.000Z,activity_3737182817.gpx,5481573.418,473942.3538,828.2000122,1560257469000
3281,828.4000244,2019-06-11T12:51:18.000Z,activity_3737182817.gpx,5481571.916,473944.5625,828.4000244,1560257478000
3282,828.4000244,2019-06-11T12:51:25.000Z,activity_3737182817.gpx,5481571.836,473943.7183,828.4000244,1560257485000
3283,828.4000244,2019-06-11T12:51:26.000Z,activity_3737182817.gpx,5481571.949,473943.6278,828.4000244,1560257486000
3284,828,2019-06-11T12:51:34.000Z,activity_3737182817.gpx,5481570.49,473942.7344,828,1560257494000
3285,828.5999756,2019-06-11T12:51:42.000Z,activity_3737182817.gpx,5481570.519,473942.4128,828.5999756,1560257502000
3286,828.7999878,2019-06-11T12:51:48.000Z,activity_3737182817.gpx,5481570.421,473941.6231,828.7999878,1560257508000
3287,827.7999878,2019-06-11T12:51:53.000Z,activity_3737182817.gpx,5481570.568,473941.9092,827.7999878,1560257513000
3288,827.7999878,2019-06-11T12:52:02.000Z,activity_3737182817.gpx,5481570.353,473942.0842,827.7999878,1560257522000
3289,827.7999878,2019-06-11T12:52:05.000Z,activity_3737182817.gpx,5481570.446,473942.0725,827.7999878,1560257525000
3290,827.7999878,2019-06-11T12:52:14.000Z,activity_3737182817.gpx,5481569.718,473942.4393,827.7999878,1560257534000
3291,827.7999878,2019-06-11T12:52:15.000Z,activity_3737182817.gpx,5481569.345,473942.4133,827.7999878,1560257535000
3292,827.7999878,2019-06-11T12:52:17.000Z,activity_3737182817.gpx,5481569.28,473942.334,827.7999878,1560257537000
3293,827.7999878,2019-06-11T12:52:19.000Z,activity_3737182817.gpx,5481569.206,473942.3519,827.7999878,1560257539000
3294,827.7999878,2019-06-11T12:52:22.000Z,activity_3737182817.gpx,5481568.935,473942.4599,827.7999878,1560257542000
3295,827.7999878,2019-06-11T12:52:23.000Z,activity_3737182817.gpx,5481568.906,473942.6844,827.7999878,1560257543000
3296,827.7999878,2019-06-11T12:52:30.000Z,activity_3737182817.gpx,5481569.045,473942.8368,827.7999878,1560257550000
3297,827.7999878,2019-06-11T12:52:35.000Z,activity_3737182817.gpx,5481568.821,473942.9754,827.7999878,1560257555000
3298,827.7999878,2019-06-11T12:52:37.000Z,activity_3737182817.gpx,5481568.867,473943.1092,827.7999878,1560257557000
3299,827.7999878,2019-06-11T12:52:46.000Z,activity_3737182817.gpx,5481569.365,473944.0647,827.7999878,1560257566000
3300,827.7999878,2019-06-11T12:52:49.000Z,activity_3737182817.gpx,5481569.576,473944.7274,827.7999878,1560257569000
3301,827.7999878,2019-06-11T12:52:55.000Z,activity_3737182817.gpx,5481568.989,473944.8582,827.7999878,1560257575000
3302,827.7999878,2019-06-11T12:53:03.000Z,activity_3737182817.gpx,5481564.836,473942.2582,827.7999878,1560257583000
3303,827.7999878,2019-06-11T12:53:04.000Z,activity_3737182817.gpx,5481564.092,473941.9389,827.7999878,1560257584000
3304,827.7999878,2019-06-11T12:53:09.000Z,activity_3737182817.gpx,5481560.598,473941.728,827.7999878,1560257589000
3305,827.7999878,2019-06-11T12:53:11.000Z,activity_3737182817.gpx,5481558.481,473942.0093,827.7999878,1560257591000
3306,828,2019-06-11T12:53:16.000Z,activity_3737182817.gpx,5481550.405,473941.4911,828,1560257596000
3307,829.4000244,2019-06-11T12:53:18.000Z,activity_3737182817.gpx,5481547.219,473941.0813,829.4000244,1560257598000
3308,830.2000122,2019-06-11T12:53:22.000Z,activity_3737182817.gpx,5481541.824,473939.0461,830.2000122,1560257602000
3309,830.4000244,2019-06-11T12:53:23.000Z,activity_3737182817.gpx,5481539.569,473939.1324,830.4000244,1560257603000
3310,830.4000244,2019-06-11T12:53:24.000Z,activity_3737182817.gpx,5481537.676,473939.4027,830.4000244,1560257604000
3311,830.5999756,2019-06-11T12:53:25.000Z,activity_3737182817.gpx,5481536.611,473939.9379,830.5999756,1560257605000
3312,831.5999756,2019-06-11T12:53:30.000Z,activity_3737182817.gpx,5481530.55,473938.8647,831.5999756,1560257610000
3313,832.4000244,2019-06-11T12:53:35.000Z,activity_3737182817.gpx,5481526.309,473935.0744,832.4000244,1560257615000
3314,832.4000244,2019-06-11T12:53:36.000Z,activity_3737182817.gpx,5481524.924,473934.4243,832.4000244,1560257616000
3315,832.5999756,2019-06-11T12:53:40.000Z,activity_3737182817.gpx,5481519.031,473933.2123,832.5999756,1560257620000
3316,833.5999756,2019-06-11T12:53:45.000Z,activity_3737182817.gpx,5481517.377,473936.082,833.5999756,1560257625000
3317,833.7999878,2019-06-11T12:53:46.000Z,activity_3737182817.gpx,5481517.885,473937.0315,833.7999878,1560257626000
3318,834.2000122,2019-06-11T12:53:49.000Z,activity_3737182817.gpx,5481519.082,473940.0728,834.2000122,1560257629000
3319,834.4000244,2019-06-11T12:53:51.000Z,activity_3737182817.gpx,5481519.722,473942.6378,834.4000244,1560257631000
3320,834.7999878,2019-06-11T12:53:53.000Z,activity_3737182817.gpx,5481521.173,473945.1885,834.7999878,1560257633000
3321,834.5999756,2019-06-11T12:53:57.000Z,activity_3737182817.gpx,5481525.466,473949.6772,834.5999756,1560257637000
3322,835,2019-06-11T12:54:05.000Z,activity_3737182817.gpx,5481533.511,473958.8585,835,1560257645000
3323,835.2000122,2019-06-11T12:54:12.000Z,activity_3737182817.gpx,5481543.227,473967.2525,835.2000122,1560257652000
3324,835.4000244,2019-06-11T12:54:14.000Z,activity_3737182817.gpx,5481544.051,473970.3344,835.4000244,1560257654000
3325,835.5999756,2019-06-11T12:54:16.000Z,activity_3737182817.gpx,5481541.797,473972.1814,835.5999756,1560257656000
3326,835.7999878,2019-06-11T12:54:17.000Z,activity_3737182817.gpx,5481540.576,473972.1695,835.7999878,1560257657000
3327,836.5999756,2019-06-11T12:54:21.000Z,activity_3737182817.gpx,5481535.65,473971.4721,836.5999756,1560257661000
3328,836.7999878,2019-06-11T12:54:22.000Z,activity_3737182817.gpx,5481534.681,473971.4189,836.7999878,1560257662000
3329,837.2000122,2019-06-11T12:54:26.000Z,activity_3737182817.gpx,5481530.297,473970.3053,837.2000122,1560257666000
3330,837.5999756,2019-06-11T12:54:28.000Z,activity_3737182817.gpx,5481527.33,473969.1073,837.5999756,1560257668000
3331,837.7999878,2019-06-11T12:54:33.000Z,activity_3737182817.gpx,5481519.14,473964.9885,837.7999878,1560257673000
3332,838.4000244,2019-06-11T12:54:35.000Z,activity_3737182817.gpx,5481518.044,473966.2521,838.4000244,1560257675000
3333,838.4000244,2019-06-11T12:54:36.000Z,activity_3737182817.gpx,5481518.272,473967.2306,838.4000244,1560257676000
3334,838.7999878,2019-06-11T12:54:38.000Z,activity_3737182817.gpx,5481519.52,473969.2036,838.7999878,1560257678000
3335,838.7999878,2019-06-11T12:54:39.000Z,activity_3737182817.gpx,5481520.355,473970.0271,838.7999878,1560257679000
3336,838.7999878,2019-06-11T12:54:41.000Z,activity_3737182817.gpx,5481521.736,473971.6365,838.7999878,1560257681000
3337,839,2019-06-11T12:54:48.000Z,activity_3737182817.gpx,5481530.809,473978.2668,839,1560257688000
3338,840,2019-06-11T12:54:54.000Z,activity_3737182817.gpx,5481538.633,473983.0091,840,1560257694000
3339,840.2000122,2019-06-11T12:54:57.000Z,activity_3737182817.gpx,5481542.877,473986.0891,840.2000122,1560257697000
3340,841,2019-06-11T12:55:00.000Z,activity_3737182817.gpx,5481544.296,473989.4228,841,1560257700000
3341,841.2000122,2019-06-11T12:55:01.000Z,activity_3737182817.gpx,5481543.592,473990.3665,841.2000122,1560257701000
3342,841.5999756,2019-06-11T12:55:02.000Z,activity_3737182817.gpx,5481542.043,473990.8691,841.5999756,1560257702000
3343,841.7999878,2019-06-11T12:55:03.000Z,activity_3737182817.gpx,5481540.869,473990.9242,841.7999878,1560257703000
3344,842,2019-06-11T12:55:04.000Z,activity_3737182817.gpx,5481540.02,473991.0901,842,1560257704000
3345,842.2000122,2019-06-11T12:55:05.000Z,activity_3737182817.gpx,5481539.469,473991.215,842.2000122,1560257705000
3346,842.5999756,2019-06-11T12:55:09.000Z,activity_3737182817.gpx,5481535.481,473991.2142,842.5999756,1560257709000
3347,842.5999756,2019-06-11T12:55:11.000Z,activity_3737182817.gpx,5481532.939,473990.771,842.5999756,1560257711000
3348,842.5999756,2019-06-11T12:55:15.000Z,activity_3737182817.gpx,5481528.403,473990.4095,842.5999756,1560257715000
3349,842.5999756,2019-06-11T12:55:17.000Z,activity_3737182817.gpx,5481525.63,473989.5584,842.5999756,1560257717000
3350,842.4000244,2019-06-11T12:55:24.000Z,activity_3737182817.gpx,5481514.426,473980.2953,842.4000244,1560257724000
3351,841.7999878,2019-06-11T12:55:29.000Z,activity_3737182817.gpx,5481502.62,473970.41,841.7999878,1560257729000
3352,842.5999756,2019-06-11T12:55:34.000Z,activity_3737182817.gpx,5481496.697,473969.5076,842.5999756,1560257734000
3353,842.7999878,2019-06-11T12:55:35.000Z,activity_3737182817.gpx,5481496.703,473970.2786,842.7999878,1560257735000
3354,842.7999878,2019-06-11T12:55:36.000Z,activity_3737182817.gpx,5481497.024,473971.4701,842.7999878,1560257736000
3355,843,2019-06-11T12:55:38.000Z,activity_3737182817.gpx,5481497.715,473973.0822,843,1560257738000
3356,843.2000122,2019-06-11T12:55:39.000Z,activity_3737182817.gpx,5481498.304,473974.4935,843.2000122,1560257739000
3357,843.7999878,2019-06-11T12:55:41.000Z,activity_3737182817.gpx,5481500.61,473977.5279,843.7999878,1560257741000
3358,844.2000122,2019-06-11T12:55:44.000Z,activity_3737182817.gpx,5481503.595,473980.9601,844.2000122,1560257744000
3359,844.2000122,2019-06-11T12:55:45.000Z,activity_3737182817.gpx,5481504.605,473982.1548,844.2000122,1560257745000
3360,844.2000122,2019-06-11T12:55:47.000Z,activity_3737182817.gpx,5481506.748,473984.0228,844.2000122,1560257747000
3361,844.2000122,2019-06-11T12:55:53.000Z,activity_3737182817.gpx,5481513.854,473990.7469,844.2000122,1560257753000
3362,844.2000122,2019-06-11T12:55:55.000Z,activity_3737182817.gpx,5481515.593,473993.4993,844.2000122,1560257755000
3363,844.4000244,2019-06-11T12:55:56.000Z,activity_3737182817.gpx,5481516.332,473994.8566,844.4000244,1560257756000
